"","rowname","value"
"1005","ErrorMessage","argument ""x"" is missing, with no default"
"1006","ErrorType","error"
"1013","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1014","ErrorType","warning"
"1015","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1016","ErrorType","warning"
"1017","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1018","ErrorType","warning"
"1019","ErrorMessage","'row.names' is not a character vector of length 1 -- omitting it. Will be an error!"
"1020","ErrorType","warning"
"1021","ErrorMessage","invalid 'row.names', length 6 for a data frame with 10 rows"
"1022","ErrorType","error"
"1032","ErrorMessage","argument ""x"" is missing, with no default"
"1033","ErrorType","error"
"1034","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1035","ErrorType","error"
"1036","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1037","ErrorType","error"
"1038","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1039","ErrorType","error"
"1040","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1041","ErrorType","error"
"1042","ErrorMessage","subscript out of bounds"
"1043","ErrorType","error"
"1064","ErrorMessage","argument ""x"" is missing, with no default"
"1065","ErrorType","error"
"1072","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1073","ErrorType","warning"
"1074","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1075","ErrorType","warning"
"1076","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1077","ErrorType","warning"
"1078","ErrorMessage","'row.names' is not a character vector of length 1 -- omitting it. Will be an error!"
"1079","ErrorType","warning"
"1080","ErrorMessage","invalid 'row.names', length 6 for a data frame with 10 rows"
"1081","ErrorType","error"
"1082","ErrorMessage","argument ""x"" is missing, with no default"
"1083","ErrorType","error"
"1090","ErrorMessage","row names must be 'character' or 'integer', not 'double'"
"1091","ErrorType","error"
"1092","ErrorMessage","the condition has length > 1"
"1093","ErrorType","error"
"1094","ErrorMessage","the condition has length > 1"
"1095","ErrorType","error"
"1096","ErrorMessage","the condition has length > 1"
"1097","ErrorType","error"
"1098","ErrorMessage","the condition has length > 1"
"1099","ErrorType","error"
"1100","ErrorMessage","argument ""x"" is missing, with no default"
"1101","ErrorType","error"
"1108","ErrorMessage","the condition has length > 1"
"1109","ErrorType","error"
"1110","ErrorMessage","the condition has length > 1"
"1111","ErrorType","error"
"1112","ErrorMessage","the condition has length > 1"
"1113","ErrorType","error"
"1114","ErrorMessage","the condition has length > 1"
"1115","ErrorType","error"
"1116","ErrorMessage","the condition has length > 1"
"1117","ErrorType","error"
"1118","ErrorMessage","argument ""x"" is missing, with no default"
"1119","ErrorType","error"
"1126","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1127","ErrorType","warning"
"1128","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1129","ErrorType","warning"
"1130","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1131","ErrorType","warning"
"1132","ErrorMessage","'row.names' is not a character vector of length 1 -- omitting it. Will be an error!"
"1133","ErrorType","warning"
"1134","ErrorMessage","'row.names' is not a character vector of length 2 -- omitting it. Will be an error!"
"1135","ErrorType","warning"
"1136","ErrorMessage","argument ""x"" is missing, with no default"
"1137","ErrorType","error"
"1138","ErrorMessage","missing value where TRUE/FALSE needed"
"1139","ErrorType","error"
"1140","ErrorMessage","could not find function ""aas.data.frame.data.frame"""
"1141","ErrorType","error"
"1142","ErrorMessage","missing value where TRUE/FALSE needed"
"1143","ErrorType","error"
"1144","ErrorMessage","missing value where TRUE/FALSE needed"
"1145","ErrorType","error"
"1146","ErrorMessage","invalid 'row.names', length 6 for a data frame with 10 rows"
"1147","ErrorType","error"
"1148","ErrorMessage","argument ""x"" is missing, with no default"
"1149","ErrorType","error"
"1156","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1157","ErrorType","warning"
"1158","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1159","ErrorType","warning"
"1160","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1161","ErrorType","warning"
"1162","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1163","ErrorType","warning"
"1164","ErrorMessage","'row.names' is not a character vector of length 1 -- omitting it. Will be an error!"
"1165","ErrorType","warning"
"1166","ErrorMessage","'row.names' is not a character vector of length 2 -- omitting it. Will be an error!"
"1167","ErrorType","warning"
"1168","ErrorMessage","argument ""x"" is missing, with no default"
"1169","ErrorType","error"
"1176","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1177","ErrorType","warning"
"1178","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1179","ErrorType","warning"
"1180","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1181","ErrorType","warning"
"1182","ErrorMessage","'row.names' is not a character vector of length 1 -- omitting it. Will be an error!"
"1183","ErrorType","warning"
"1184","ErrorMessage","invalid 'row.names', length 6 for a data frame with 10 rows"
"1185","ErrorType","error"
"1195","ErrorMessage","argument ""x"" is missing, with no default"
"1196","ErrorType","error"
"1197","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1198","ErrorType","error"
"1199","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1200","ErrorType","error"
"1201","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1202","ErrorType","error"
"1203","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1204","ErrorType","error"
"1205","ErrorMessage","subscript out of bounds"
"1206","ErrorType","error"
"1227","ErrorMessage","argument ""x"" is missing, with no default"
"1228","ErrorType","error"
"1235","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1236","ErrorType","warning"
"1237","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1238","ErrorType","warning"
"1239","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1240","ErrorType","warning"
"1241","ErrorMessage","'row.names' is not a character vector of length 1 -- omitting it. Will be an error!"
"1242","ErrorType","warning"
"1243","ErrorMessage","invalid 'row.names', length 6 for a data frame with 10 rows"
"1244","ErrorType","error"
"1245","ErrorMessage","argument ""x"" is missing, with no default"
"1246","ErrorType","error"
"1253","ErrorMessage","row names must be 'character' or 'integer', not 'double'"
"1254","ErrorType","error"
"1255","ErrorMessage","the condition has length > 1"
"1256","ErrorType","error"
"1257","ErrorMessage","the condition has length > 1"
"1258","ErrorType","error"
"1259","ErrorMessage","the condition has length > 1"
"1260","ErrorType","error"
"1261","ErrorMessage","the condition has length > 1"
"1262","ErrorType","error"
"1263","ErrorMessage","argument ""x"" is missing, with no default"
"1264","ErrorType","error"
"1271","ErrorMessage","the condition has length > 1"
"1272","ErrorType","error"
"1273","ErrorMessage","the condition has length > 1"
"1274","ErrorType","error"
"1275","ErrorMessage","the condition has length > 1"
"1276","ErrorType","error"
"1277","ErrorMessage","the condition has length > 1"
"1278","ErrorType","error"
"1279","ErrorMessage","the condition has length > 1"
"1280","ErrorType","error"
"1281","ErrorMessage","argument ""x"" is missing, with no default"
"1282","ErrorType","error"
"1289","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1290","ErrorType","warning"
"1291","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1292","ErrorType","warning"
"1293","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1294","ErrorType","warning"
"1295","ErrorMessage","'row.names' is not a character vector of length 1 -- omitting it. Will be an error!"
"1296","ErrorType","warning"
"1297","ErrorMessage","'row.names' is not a character vector of length 2 -- omitting it. Will be an error!"
"1298","ErrorType","warning"
"1299","ErrorMessage","argument ""x"" is missing, with no default"
"1300","ErrorType","error"
"1301","ErrorMessage","missing value where TRUE/FALSE needed"
"1302","ErrorType","error"
"1303","ErrorMessage","missing value where TRUE/FALSE needed"
"1304","ErrorType","error"
"1305","ErrorMessage","missing value where TRUE/FALSE needed"
"1306","ErrorType","error"
"1307","ErrorMessage","missing value where TRUE/FALSE needed"
"1308","ErrorType","error"
"1309","ErrorMessage","missing value where TRUE/FALSE needed"
"1310","ErrorType","error"
"1311","ErrorMessage","invalid 'row.names', length 6 for a data frame with 10 rows"
"1312","ErrorType","error"
"1313","ErrorMessage","argument ""x"" is missing, with no default"
"1314","ErrorType","error"
"1321","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1322","ErrorType","warning"
"1323","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1324","ErrorType","warning"
"1325","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1326","ErrorType","warning"
"1327","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1328","ErrorType","warning"
"1329","ErrorMessage","'row.names' is not a character vector of length 1 -- omitting it. Will be an error!"
"1330","ErrorType","warning"
"1331","ErrorMessage","'row.names' is not a character vector of length 2 -- omitting it. Will be an error!"
"1332","ErrorType","warning"
"1333","ErrorMessage","argument ""x"" is missing, with no default"
"1334","ErrorType","error"
"1341","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1342","ErrorType","warning"
"1343","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1344","ErrorType","warning"
"1345","ErrorMessage","'row.names' is not a character vector of length 6 -- omitting it. Will be an error!"
"1346","ErrorType","warning"
"1347","ErrorMessage","'row.names' is not a character vector of length 1 -- omitting it. Will be an error!"
"1348","ErrorType","warning"
"1349","ErrorMessage","invalid 'row.names', length 6 for a data frame with 10 rows"
"1350","ErrorType","error"
"1360","ErrorMessage","argument ""x"" is missing, with no default"
"1361","ErrorType","error"
"1362","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1363","ErrorType","error"
"1364","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1365","ErrorType","error"
"1366","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1367","ErrorType","error"
"1368","ErrorMessage","dims [product 1] do not match the length of object [6]"
"1369","ErrorType","error"
"1370","ErrorMessage","subscript out of bounds"
"1371","ErrorType","error"
"1392","ErrorMessage","argument ""x"" is missing, with no default"
